Source,Target,Type,Id,Label,Weight,video_num,target_org,se_code,topics,source_org
146,150,Undirected,499,,0.047619,17,Taipei City Government,COP28-291,2,Foundation of Taiwan Industry Service (FTIS)
147,148,Undirected,500,,0.047619,17,Palau Public Utilities Corporation,COP28-291,2,The St. Kitts Electricity Company
147,149,Undirected,501,,0.047619,17,Taiwan International Cooperation and Development Fund (Taiwan ICDF),COP28-291,2,The St. Kitts Electricity Company
147,150,Undirected,502,,0.047619,17,Taipei City Government,COP28-291,2,The St. Kitts Electricity Company
148,149,Undirected,503,,0.047619,17,Taiwan International Cooperation and Development Fund (Taiwan ICDF),COP28-291,2,Palau Public Utilities Corporation
148,150,Undirected,504,,0.047619,17,Taipei City Government,COP28-291,2,Palau Public Utilities Corporation
149,150,Undirected,505,,0.047619,17,Taipei City Government,COP28-291,2,Taiwan International Cooperation and Development Fund (Taiwan ICDF)
151,136,Undirected,506,,0.066667,25,Friends of the Earth International (FOEI),COP28-309,19,Fridays for Future
151,153,Undirected,507,,0.066667,25,Movimiento Ciudadano frente al Cambio Climático,COP28-309,19,Fridays for Future
151,6,Undirected,508,,0.066667,25,Don't Gas Africa,COP28-309,19,Fridays for Future
151,155,Undirected,509,,0.066667,25,Pacific Climate Warriors,COP28-309,19,Fridays for Future
151,156,Undirected,510,,0.066667,25,Fédération des travailleurs et des travailleuses du Québec (FTQ),COP28-309,19,Fridays for Future
136,153,Undirected,511,,0.066667,25,Movimiento Ciudadano frente al Cambio Climático,COP28-309,19,Friends of the Earth International (FOEI)
136,6,Undirected,512,,0.066667,25,Don't Gas Africa,COP28-309,19,Friends of the Earth International (FOEI)
136,155,Undirected,513,,0.066667,25,Pacific Climate Warriors,COP28-309,19,Friends of the Earth International (FOEI)
136,156,Undirected,514,,0.066667,25,Fédération des travailleurs et des travailleuses du Québec (FTQ),COP28-309,19,Friends of the Earth International (FOEI)
153,6,Undirected,515,,0.066667,25,Don't Gas Africa,COP28-309,19,Movimiento Ciudadano frente al Cambio Climático
153,155,Undirected,516,,0.066667,25,Pacific Climate Warriors,COP28-309,19,Movimiento Ciudadano frente al Cambio Climático
153,156,Undirected,517,,0.066667,25,Fédération des travailleurs et des travailleuses du Québec (FTQ),COP28-309,19,Movimiento Ciudadano frente al Cambio Climático
6,155,Undirected,518,,0.066667,25,Pacific Climate Warriors,COP28-309,19,Don't Gas Africa
6,156,Undirected,519,,0.066667,25,Fédération des travailleurs et des travailleuses du Québec (FTQ),COP28-309,19,Don't Gas Africa
155,156,Undirected,520,,0.066667,25,Fédération des travailleurs et des travailleuses du Québec (FTQ),COP28-309,19,Pacific Climate Warriors
1,158,Undirected,521,,0.166667,58,International Institute for Sustainable Development (IISD),COP28-339,19,Climate Action Network International (CAN International)
1,159,Undirected,522,,0.166667,58,International Trade Union Confederation (ITUC),COP28-339,19,Climate Action Network International (CAN International)
158,159,Undirected,524,,0.166667,58,International Trade Union Confederation (ITUC),COP28-339,19,International Institute for Sustainable Development (IISD)
158,4,Undirected,525,,0.166667,58,Fossil Fuel Non-Proliferation Treaty Initiative,COP28-339,19,International Institute for Sustainable Development (IISD)
159,4,Undirected,526,,0.166667,58,Fossil Fuel Non-Proliferation Treaty Initiative,COP28-339,19,International Trade Union Confederation (ITUC)
