Source,Target,Type,Id,Label,Weight,se_code,title/description,source_name,target_name,new_topics_ctfidf
508,753,Undirected,13467,,0.1,COP28-309,"fast, fair, forever: why the world needs a fossil fuel non-proliferation treaty emissions from existing fossil fuel projects will exceed the co2 budget for 1.5°c. we must complement the paris agreement with a fossil fuel treaty to stop the proliferation of deadly fossil fuels and equitably phase out through a just energy transition that is fast, fair, funded, and forever.",College of the Atlantic (COA),Fédération des travailleurs et des travailleuses du Québec (FTQ),19
245,753,Undirected,13468,,0.1,COP28-309,"fast, fair, forever: why the world needs a fossil fuel non-proliferation treaty emissions from existing fossil fuel projects will exceed the co2 budget for 1.5°c. we must complement the paris agreement with a fossil fuel treaty to stop the proliferation of deadly fossil fuels and equitably phase out through a just energy transition that is fast, fair, funded, and forever.",Press Club Brussels Europe,Fédération des travailleurs et des travailleuses du Québec (FTQ),19
1205,753,Undirected,13469,,0.1,COP28-309,"fast, fair, forever: why the world needs a fossil fuel non-proliferation treaty emissions from existing fossil fuel projects will exceed the co2 budget for 1.5°c. we must complement the paris agreement with a fossil fuel treaty to stop the proliferation of deadly fossil fuels and equitably phase out through a just energy transition that is fast, fair, funded, and forever.",Clean Energy Nepal (CEN),Fédération des travailleurs et des travailleuses du Québec (FTQ),19
1773,753,Undirected,13470,,0.1,COP28-309,"fast, fair, forever: why the world needs a fossil fuel non-proliferation treaty emissions from existing fossil fuel projects will exceed the co2 budget for 1.5°c. we must complement the paris agreement with a fossil fuel treaty to stop the proliferation of deadly fossil fuels and equitably phase out through a just energy transition that is fast, fair, funded, and forever.",Movimiento Ciudadano frente al Cambio Climático (MOCICC),Fédération des travailleurs et des travailleuses du Québec (FTQ),19
20,1540,Undirected,13471,,0.166667,COP27-164,"international cooperation for a rapid, just and equitable energy transition urgent and rapid transition towards an equitable and just energy system is key in achieving the global climate goals. but this can’t be done without joint efforts from the north and south, and taking into account the existing struggles and challenges of the most vulnerable to the climate crisis.",Academy for Mountain Environics (AME),"Jubilee South Asia Pacific Movement, Inc. (APMDD)",2
1097,1540,Undirected,13472,,0.166667,COP27-164,"international cooperation for a rapid, just and equitable energy transition urgent and rapid transition towards an equitable and just energy system is key in achieving the global climate goals. but this can’t be done without joint efforts from the north and south, and taking into account the existing struggles and challenges of the most vulnerable to the climate crisis.",Climate Action Network Canada (CAN-Rac),"Jubilee South Asia Pacific Movement, Inc. (APMDD)",2
1540,1,Undirected,13473,,0.166667,COP27-164,"international cooperation for a rapid, just and equitable energy transition urgent and rapid transition towards an equitable and just energy system is key in achieving the global climate goals. but this can’t be done without joint efforts from the north and south, and taking into account the existing struggles and challenges of the most vulnerable to the climate crisis.","Jubilee South Asia Pacific Movement, Inc. (APMDD)",International Forum on Globalization Inc. (IFG),2
20,1,Undirected,13474,,0.166667,COP27-164,"international cooperation for a rapid, just and equitable energy transition urgent and rapid transition towards an equitable and just energy system is key in achieving the global climate goals. but this can’t be done without joint efforts from the north and south, and taking into account the existing struggles and challenges of the most vulnerable to the climate crisis.",Academy for Mountain Environics (AME),International Forum on Globalization Inc. (IFG),2
20,1097,Undirected,13476,,0.166667,COP27-164,"international cooperation for a rapid, just and equitable energy transition urgent and rapid transition towards an equitable and just energy system is key in achieving the global climate goals. but this can’t be done without joint efforts from the north and south, and taking into account the existing struggles and challenges of the most vulnerable to the climate crisis.",Academy for Mountain Environics (AME),Climate Action Network Canada (CAN-Rac),2
139,1540,Undirected,13477,,0.333333,COP26-016,"civil society equity review of fossil fuel extraction and assessing canadian oil & gas climate plans two report releases: civil society equity review of equity and justice issues facing countries and communities in the context of phasing down fossil fuel extraction (including ndc assessment update). an assessment of canadian oil and gas companies’ climate plans, following on big oil reality check.",Environmental Defence Canada Inc.,"Jubilee South Asia Pacific Movement, Inc. (APMDD)",19
1540,609,Undirected,13478,,0.333333,COP26-016,"civil society equity review of fossil fuel extraction and assessing canadian oil & gas climate plans two report releases: civil society equity review of equity and justice issues facing countries and communities in the context of phasing down fossil fuel extraction (including ndc assessment update). an assessment of canadian oil and gas companies’ climate plans, following on big oil reality check.","Jubilee South Asia Pacific Movement, Inc. (APMDD)",Environnement Jeunesse (ENJEU),19
139,609,Undirected,13479,,0.333333,COP26-016,"civil society equity review of fossil fuel extraction and assessing canadian oil & gas climate plans two report releases: civil society equity review of equity and justice issues facing countries and communities in the context of phasing down fossil fuel extraction (including ndc assessment update). an assessment of canadian oil and gas companies’ climate plans, following on big oil reality check.",Environmental Defence Canada Inc.,Environnement Jeunesse (ENJEU),19
1190,1696,Undirected,13480,,0.166667,COP28-194,"enable immediately actionable technology and investment to decarbonise the global energy system our side event will identify the immediately actionable clean-tech solutions and responsible financing to transform the current fossil fuel-based economy to a decentralised renewable energy network, reducing ghg, improving energy security, and delivering energy equality to the vulnerable communities",The Association for Renewable Energy and Clean Technology (REA),Coastal Development Partnership (CDPBD),2
1656,1696,Undirected,13481,,0.166667,COP28-194,"enable immediately actionable technology and investment to decarbonise the global energy system our side event will identify the immediately actionable clean-tech solutions and responsible financing to transform the current fossil fuel-based economy to a decentralised renewable energy network, reducing ghg, improving energy security, and delivering energy equality to the vulnerable communities",University of Plymouth,Coastal Development Partnership (CDPBD),2
248,1696,Undirected,13482,,0.166667,COP28-194,"enable immediately actionable technology and investment to decarbonise the global energy system our side event will identify the immediately actionable clean-tech solutions and responsible financing to transform the current fossil fuel-based economy to a decentralised renewable energy network, reducing ghg, improving energy security, and delivering energy equality to the vulnerable communities",China Chamber of International Commerce (CCOIC),Coastal Development Partnership (CDPBD),2
1190,1656,Undirected,13483,,0.166667,COP28-194,"enable immediately actionable technology and investment to decarbonise the global energy system our side event will identify the immediately actionable clean-tech solutions and responsible financing to transform the current fossil fuel-based economy to a decentralised renewable energy network, reducing ghg, improving energy security, and delivering energy equality to the vulnerable communities",The Association for Renewable Energy and Clean Technology (REA),University of Plymouth,2
1190,248,Undirected,13484,,0.166667,COP28-194,"enable immediately actionable technology and investment to decarbonise the global energy system our side event will identify the immediately actionable clean-tech solutions and responsible financing to transform the current fossil fuel-based economy to a decentralised renewable energy network, reducing ghg, improving energy security, and delivering energy equality to the vulnerable communities",The Association for Renewable Energy and Clean Technology (REA),China Chamber of International Commerce (CCOIC),2
1656,248,Undirected,13485,,0.166667,COP28-194,"enable immediately actionable technology and investment to decarbonise the global energy system our side event will identify the immediately actionable clean-tech solutions and responsible financing to transform the current fossil fuel-based economy to a decentralised renewable energy network, reducing ghg, improving energy security, and delivering energy equality to the vulnerable communities",University of Plymouth,China Chamber of International Commerce (CCOIC),2
20,1624,Undirected,13486,,0.333333,COP28-288,"fossil fuel extraction from vulnerable areas - drawing the line oil, fossil gas and coal are found in places with cultural and biological diversity in many countries. we explore the case for leaving them in the ground to protect climate, indigenous people and biodiversity at once, with gigatons co2 of mitigation potential. hear from the frontlines.",Academy for Mountain Environics (AME),PAIRVI Associates (PAIRVI),19
20,408,Undirected,13487,,0.333333,COP28-288,"fossil fuel extraction from vulnerable areas - drawing the line oil, fossil gas and coal are found in places with cultural and biological diversity in many countries. we explore the case for leaving them in the ground to protect climate, indigenous people and biodiversity at once, with gigatons co2 of mitigation potential. hear from the frontlines.",Academy for Mountain Environics (AME),LINGO e.V.,19
1624,408,Undirected,13488,,0.5,COP27-305,"carbon bombs - the biggest fossil fuel projects and how to defuse them a look at the global picture of carbon bombs (fossil fuel projects with >1 gigaton potential co2 emissions), identifies hotspots and priority regions. colleagues will report from the frontlines of those fighting to defuse these projects.",PAIRVI Associates (PAIRVI),LINGO e.V.,19
677,1624,Undirected,13489,,0.166667,COP27-305,"carbon bombs - the biggest fossil fuel projects and how to defuse them a look at the global picture of carbon bombs (fossil fuel projects with >1 gigaton potential co2 emissions), identifies hotspots and priority regions. colleagues will report from the frontlines of those fighting to defuse these projects.",Servicios Ecumenicos para Reconciliacion y Reconstruccion (SERR),PAIRVI Associates (PAIRVI),19
1624,1058,Undirected,13490,,0.166667,COP27-305,"carbon bombs - the biggest fossil fuel projects and how to defuse them a look at the global picture of carbon bombs (fossil fuel projects with >1 gigaton potential co2 emissions), identifies hotspots and priority regions. colleagues will report from the frontlines of those fighting to defuse these projects.",PAIRVI Associates (PAIRVI),Asociación Interamericana para la Defensa del Ambiente (AIDA),19
677,1058,Undirected,13491,,0.166667,COP27-305,"carbon bombs - the biggest fossil fuel projects and how to defuse them a look at the global picture of carbon bombs (fossil fuel projects with >1 gigaton potential co2 emissions), identifies hotspots and priority regions. colleagues will report from the frontlines of those fighting to defuse these projects.",Servicios Ecumenicos para Reconciliacion y Reconstruccion (SERR),Asociación Interamericana para la Defensa del Ambiente (AIDA),19
408,1058,Undirected,13492,,0.166667,COP27-305,"carbon bombs - the biggest fossil fuel projects and how to defuse them a look at the global picture of carbon bombs (fossil fuel projects with >1 gigaton potential co2 emissions), identifies hotspots and priority regions. colleagues will report from the frontlines of those fighting to defuse these projects.",LINGO e.V.,Asociación Interamericana para la Defensa del Ambiente (AIDA),19
677,408,Undirected,13494,,0.166667,COP27-305,"carbon bombs - the biggest fossil fuel projects and how to defuse them a look at the global picture of carbon bombs (fossil fuel projects with >1 gigaton potential co2 emissions), identifies hotspots and priority regions. colleagues will report from the frontlines of those fighting to defuse these projects.",Servicios Ecumenicos para Reconciliacion y Reconstruccion (SERR),LINGO e.V.,19
387,252,Undirected,13495,,0.333333,COP27-193,mission critical: mining governance for a just energy transition meeting the paris agreement’s mitigation goals requires the deployment of low-carbon technologies that rely heavily on minerals. this makes the mining sector critical in the fight against climate change. the event will explore why resource governance and collaboration matter for a just transition.,International Council for Mining and Metals (ICMM),Democratic Republic of the Congo,19
387,1139,Undirected,13496,,0.333333,COP27-193,mission critical: mining governance for a just energy transition meeting the paris agreement’s mitigation goals requires the deployment of low-carbon technologies that rely heavily on minerals. this makes the mining sector critical in the fight against climate change. the event will explore why resource governance and collaboration matter for a just transition.,International Council for Mining and Metals (ICMM),Natural Resource Governance Institute (NRGI),19
252,1139,Undirected,13497,,0.333333,COP27-193,mission critical: mining governance for a just energy transition meeting the paris agreement’s mitigation goals requires the deployment of low-carbon technologies that rely heavily on minerals. this makes the mining sector critical in the fight against climate change. the event will explore why resource governance and collaboration matter for a just transition.,Democratic Republic of the Congo,Natural Resource Governance Institute (NRGI),19
1735,921,Undirected,13498,,0.166667,COP22-104,"improving ndcs: ecovillage development, energy access, & zero carbon societies in africa, asia & eu how can local solutions lead to ambitious ndcs, provide energy access & improve livelihoods? many ecovillages and local communities are net zero carbon, energy self-sufficient, and offer extraordinary opportunities to scale up local renewables, climate friendly agriculture, ecosystem restoration etc",Nordic Folkecenter for Renewable Energy (NFVE),European Network for Community-Led Initiatives on Climate Change and Sustainability (ECOLISE),62
174,921,Undirected,13499,,0.166667,COP22-104,"improving ndcs: ecovillage development, energy access, & zero carbon societies in africa, asia & eu how can local solutions lead to ambitious ndcs, provide energy access & improve livelihoods? many ecovillages and local communities are net zero carbon, energy self-sufficient, and offer extraordinary opportunities to scale up local renewables, climate friendly agriculture, ecosystem restoration etc",Global Ecovillage Network (GEN - International),European Network for Community-Led Initiatives on Climate Change and Sustainability (ECOLISE),62
577,921,Undirected,13500,,0.166667,COP22-104,"improving ndcs: ecovillage development, energy access, & zero carbon societies in africa, asia & eu how can local solutions lead to ambitious ndcs, provide energy access & improve livelihoods? many ecovillages and local communities are net zero carbon, energy self-sufficient, and offer extraordinary opportunities to scale up local renewables, climate friendly agriculture, ecosystem restoration etc",International Network for Sustainable Energy (INFORSE),European Network for Community-Led Initiatives on Climate Change and Sustainability (ECOLISE),62
1735,174,Undirected,13502,,0.666667,COP24-255,"essential climate solutions: community-led development, renewable energy and cultural heritage a talanoa dialogue style roundtable illustrating how community-led development and cultural heritage provide solutions addressing challenges created by climate change and energy transitions, implement the paris agreement and sdgs, while fostering resilient, diverse and regenerative communities",Nordic Folkecenter for Renewable Energy (NFVE),Global Ecovillage Network (GEN - International),2
577,174,Undirected,13503,,0.166667,COP22-104,"improving ndcs: ecovillage development, energy access, & zero carbon societies in africa, asia & eu how can local solutions lead to ambitious ndcs, provide energy access & improve livelihoods? many ecovillages and local communities are net zero carbon, energy self-sufficient, and offer extraordinary opportunities to scale up local renewables, climate friendly agriculture, ecosystem restoration etc",International Network for Sustainable Energy (INFORSE),Global Ecovillage Network (GEN - International),62
839,1347,Undirected,13504,,2,COP18-186,"pathways to sustainable energy systems: opportunities and challenges the transformation of the energy system and thereby combating climate change is already taking place in several countries. china, south africa and germany will present their transformation processes and discuss opportunities and challenges of future sustainable and climate friendly energy systems.",Germany,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),2
1732,1608,Undirected,13506,,1,COP25-028,"ecological protection and renewable energy transition in the belt & road share solutions for land & ocean to simultaneously promote renewable energy transition & ecological protection, like solar for solar mode, flagship for renewable energy & marine protection. concrete cases in belt & road countries (eg pakistan, indonesia) and an action roadmap will be included.",Peace Boat Disaster Relief Volunteer Center (PBV),All China Environment Federation (ACEF),2
1007,396,Undirected,13507,,0.333333,COP27-298,"an african energy transformation: meeting development and climate objectives renewable energy does more than support mitigation and adaptation activities. its use underpins economic development, innovation, and improved access to energy services. but technology is not enough: a systemic approach is needed to balance supply and demand, ensure societal acceptance and equity.",Renewable Energy Policy Network (REN21),International Renewable Energy Agency (IRENA),2
204,396,Undirected,13508,,0.333333,COP27-298,"an african energy transformation: meeting development and climate objectives renewable energy does more than support mitigation and adaptation activities. its use underpins economic development, innovation, and improved access to energy services. but technology is not enough: a systemic approach is needed to balance supply and demand, ensure societal acceptance and equity.",Sustainable Energy Africa (SEA),International Renewable Energy Agency (IRENA),2
272,676,Undirected,13510,,1,COP19-119,"lunch with the experts: encouraging energy efficiency in established and emerging economies lunch with the experts: energy efficiency programme design & communication in emerging economies lunch provided! hear success stories on how to crack and communicate the energy efficiency challenge. discussing policies & programmes, funding arrangements, target sectors and institutional requirements",The Carbon Trust,Responding to Climate Change (RTCC),2
840,634,Undirected,13511,,1.333333,COP18-139,on the road to 2050 – improving the eu climate policy to reach the long-term climate and energy targets of the eu for 2050 the current policies need to be evaluated and adjusted to be fit for the purpose. this event explores possible improvements to key instruments such as the eu ets and the use of sector specific roadmaps for industry.,Climate Strategies,Ecologic Institute,2
634,133,Undirected,13512,,0.333333,COP19-138,optimising climate policy - eu experience & industrial innovation ong-term decarbonisation requires policy instruments that can trigger innovation beyond what is currently in place. this side event presents insights from research on the state of play of the policy mix in the eu at regional and national level - and options for energy intensive industry.,Ecologic Institute,Free University Amsterdam (VU),2
840,133,Undirected,13513,,0.333333,COP19-138,optimising climate policy - eu experience & industrial innovation ong-term decarbonisation requires policy instruments that can trigger innovation beyond what is currently in place. this side event presents insights from research on the state of play of the policy mix in the eu at regional and national level - and options for energy intensive industry.,Climate Strategies,Free University Amsterdam (VU),2
1112,1710,Undirected,13515,,0.233333,COP23-093,fossil gas: pathway to a clean energy future or route to dangerous climate change? so-called “natural” gas is being sold by industry lobbyists as a ‘transition fuel’ and ‘partner’ to renewables. yet new fossil gas infrastructure is driving dangerous climate change and won't keep us within a safe and fair carbon budget. hear the facts - and how people are resisting on the ground.,Corporate Europe Observatory Foundation (CEO),Friends of the Earth International (FOEI),19
1421,1710,Undirected,13516,,0.166667,COP23-093,fossil gas: pathway to a clean energy future or route to dangerous climate change? so-called “natural” gas is being sold by industry lobbyists as a ‘transition fuel’ and ‘partner’ to renewables. yet new fossil gas infrastructure is driving dangerous climate change and won't keep us within a safe and fair carbon budget. hear the facts - and how people are resisting on the ground.,United Kingdom Youth Climate Coalition Limited (UKYCC),Friends of the Earth International (FOEI),19
1112,1421,Undirected,13517,,0.266667,COP28-290,"credible climate leaders or climate action blockers? examining the role of the fossil fuel industry this event will explore how the fossil fuel industry is blocking climate action. speakers will share perspectives from communities impacted by fossil fuel extraction, as well as expose how the industry is delaying the energy transition across the world and at the unfccc.",Corporate Europe Observatory Foundation (CEO),United Kingdom Youth Climate Coalition Limited (UKYCC),19
1112,431,Undirected,13518,,0.166667,COP23-093,fossil gas: pathway to a clean energy future or route to dangerous climate change? so-called “natural” gas is being sold by industry lobbyists as a ‘transition fuel’ and ‘partner’ to renewables. yet new fossil gas infrastructure is driving dangerous climate change and won't keep us within a safe and fair carbon budget. hear the facts - and how people are resisting on the ground.,Corporate Europe Observatory Foundation (CEO),Food & Water Watch (FWW),19
1421,431,Undirected,13519,,0.166667,COP23-093,fossil gas: pathway to a clean energy future or route to dangerous climate change? so-called “natural” gas is being sold by industry lobbyists as a ‘transition fuel’ and ‘partner’ to renewables. yet new fossil gas infrastructure is driving dangerous climate change and won't keep us within a safe and fair carbon budget. hear the facts - and how people are resisting on the ground.,United Kingdom Youth Climate Coalition Limited (UKYCC),Food & Water Watch (FWW),19
1710,431,Undirected,13520,,0.166667,COP23-093,fossil gas: pathway to a clean energy future or route to dangerous climate change? so-called “natural” gas is being sold by industry lobbyists as a ‘transition fuel’ and ‘partner’ to renewables. yet new fossil gas infrastructure is driving dangerous climate change and won't keep us within a safe and fair carbon budget. hear the facts - and how people are resisting on the ground.,Friends of the Earth International (FOEI),Food & Water Watch (FWW),19
131,324,Undirected,13521,,1,COP19-235,"innovation towards decarbonization: transatlantic approaches to technology in the energy sector this panel will explore technological and regulatory innovations in europe and the u.s. that support the transition to a low-carbon economy, including advances in information and communication technologies, and new policy developments such as upcoming ghg limits under the u.s. clean air act.",Duke University,German Marshall Fund of the United States (GMF),2
139,1421,Undirected,13522,,0.1,COP28-290,"credible climate leaders or climate action blockers? examining the role of the fossil fuel industry this event will explore how the fossil fuel industry is blocking climate action. speakers will share perspectives from communities impacted by fossil fuel extraction, as well as expose how the industry is delaying the energy transition across the world and at the unfccc.",Environmental Defence Canada Inc.,United Kingdom Youth Climate Coalition Limited (UKYCC),19
1713,1421,Undirected,13524,,0.1,COP28-290,"credible climate leaders or climate action blockers? examining the role of the fossil fuel industry this event will explore how the fossil fuel industry is blocking climate action. speakers will share perspectives from communities impacted by fossil fuel extraction, as well as expose how the industry is delaying the energy transition across the world and at the unfccc.","Deep South Center for Environmental Justice, Inc. (DSCEJ, INC.)",United Kingdom Youth Climate Coalition Limited (UKYCC),19
139,1112,Undirected,13525,,0.1,COP28-290,"credible climate leaders or climate action blockers? examining the role of the fossil fuel industry this event will explore how the fossil fuel industry is blocking climate action. speakers will share perspectives from communities impacted by fossil fuel extraction, as well as expose how the industry is delaying the energy transition across the world and at the unfccc.",Environmental Defence Canada Inc.,Corporate Europe Observatory Foundation (CEO),19
139,1713,Undirected,13526,,0.1,COP28-290,"credible climate leaders or climate action blockers? examining the role of the fossil fuel industry this event will explore how the fossil fuel industry is blocking climate action. speakers will share perspectives from communities impacted by fossil fuel extraction, as well as expose how the industry is delaying the energy transition across the world and at the unfccc.",Environmental Defence Canada Inc.,"Deep South Center for Environmental Justice, Inc. (DSCEJ, INC.)",19
1112,1713,Undirected,13527,,0.1,COP28-290,"credible climate leaders or climate action blockers? examining the role of the fossil fuel industry this event will explore how the fossil fuel industry is blocking climate action. speakers will share perspectives from communities impacted by fossil fuel extraction, as well as expose how the industry is delaying the energy transition across the world and at the unfccc.",Corporate Europe Observatory Foundation (CEO),"Deep South Center for Environmental Justice, Inc. (DSCEJ, INC.)",19
139,1423,Undirected,13528,,0.1,COP28-290,"credible climate leaders or climate action blockers? examining the role of the fossil fuel industry this event will explore how the fossil fuel industry is blocking climate action. speakers will share perspectives from communities impacted by fossil fuel extraction, as well as expose how the industry is delaying the energy transition across the world and at the unfccc.",Environmental Defence Canada Inc.,Waterkeeper Alliance,19
1112,1423,Undirected,13529,,0.1,COP28-290,"credible climate leaders or climate action blockers? examining the role of the fossil fuel industry this event will explore how the fossil fuel industry is blocking climate action. speakers will share perspectives from communities impacted by fossil fuel extraction, as well as expose how the industry is delaying the energy transition across the world and at the unfccc.",Corporate Europe Observatory Foundation (CEO),Waterkeeper Alliance,19
1713,1423,Undirected,13530,,0.1,COP28-290,"credible climate leaders or climate action blockers? examining the role of the fossil fuel industry this event will explore how the fossil fuel industry is blocking climate action. speakers will share perspectives from communities impacted by fossil fuel extraction, as well as expose how the industry is delaying the energy transition across the world and at the unfccc.","Deep South Center for Environmental Justice, Inc. (DSCEJ, INC.)",Waterkeeper Alliance,19
1421,1423,Undirected,13531,,0.1,COP28-290,"credible climate leaders or climate action blockers? examining the role of the fossil fuel industry this event will explore how the fossil fuel industry is blocking climate action. speakers will share perspectives from communities impacted by fossil fuel extraction, as well as expose how the industry is delaying the energy transition across the world and at the unfccc.",United Kingdom Youth Climate Coalition Limited (UKYCC),Waterkeeper Alliance,19
236,938,Undirected,13532,,0.166667,COP25-269,"acceleration of innovation for reducing co2 emissions for global co2 emissions reduction, accelerating innovation that benefits each country by adapting the advanced decarbonize technologies respectively is crucial and to be beneficial for not only climate change mitigation but also multiple sdgs. this side event considers issues on such co-innovation.",New Energy and Industrial Technology Development Organization (NEDO),Griha Council,2
974,938,Undirected,13533,,0.166667,COP25-269,"acceleration of innovation for reducing co2 emissions for global co2 emissions reduction, accelerating innovation that benefits each country by adapting the advanced decarbonize technologies respectively is crucial and to be beneficial for not only climate change mitigation but also multiple sdgs. this side event considers issues on such co-innovation.","Wuppertal Institute for Climate, Environment and Energy",Griha Council,2
272,938,Undirected,13534,,0.166667,COP25-269,"acceleration of innovation for reducing co2 emissions for global co2 emissions reduction, accelerating innovation that benefits each country by adapting the advanced decarbonize technologies respectively is crucial and to be beneficial for not only climate change mitigation but also multiple sdgs. this side event considers issues on such co-innovation.",The Carbon Trust,Griha Council,2
236,272,Undirected,13535,,0.166667,COP25-269,"acceleration of innovation for reducing co2 emissions for global co2 emissions reduction, accelerating innovation that benefits each country by adapting the advanced decarbonize technologies respectively is crucial and to be beneficial for not only climate change mitigation but also multiple sdgs. this side event considers issues on such co-innovation.",New Energy and Industrial Technology Development Organization (NEDO),The Carbon Trust,2
236,974,Undirected,13536,,0.166667,COP25-269,"acceleration of innovation for reducing co2 emissions for global co2 emissions reduction, accelerating innovation that benefits each country by adapting the advanced decarbonize technologies respectively is crucial and to be beneficial for not only climate change mitigation but also multiple sdgs. this side event considers issues on such co-innovation.",New Energy and Industrial Technology Development Organization (NEDO),"Wuppertal Institute for Climate, Environment and Energy",2
272,974,Undirected,13537,,0.5,COP23-181,"role of innovation and policy to catalyse deep decarbonisation of energy intensive industries deep decarbonisation of industry is relatively untapped. higher energy efficiency as well as fundamental process changes are required. this session will assess options and implications for industry, policy and research, including new results from seforall’s industrial energy efficiency accelerator.",The Carbon Trust,"Wuppertal Institute for Climate, Environment and Energy",2
38,272,Undirected,13538,,0.166667,COP21-189,"technology solutions for a 2°c world: investing in renewables, storage, energy efficiency and ccs imperial college, icheme, global ccs institute, future climate engineering solutions & the carbon trust describe energy sector action, policies and investment needed now for deployment of key technologies at scale by 2030. focus on solar, ccs, energy efficiency & innovation & pathways globally.",Danish Society of Engineers,The Carbon Trust,2
1072,272,Undirected,13539,,0.166667,COP21-189,"technology solutions for a 2°c world: investing in renewables, storage, energy efficiency and ccs imperial college, icheme, global ccs institute, future climate engineering solutions & the carbon trust describe energy sector action, policies and investment needed now for deployment of key technologies at scale by 2030. focus on solar, ccs, energy efficiency & innovation & pathways globally.",Imperial College London,The Carbon Trust,2
38,1197,Undirected,13540,,0.166667,COP21-189,"technology solutions for a 2°c world: investing in renewables, storage, energy efficiency and ccs imperial college, icheme, global ccs institute, future climate engineering solutions & the carbon trust describe energy sector action, policies and investment needed now for deployment of key technologies at scale by 2030. focus on solar, ccs, energy efficiency & innovation & pathways globally.",Danish Society of Engineers,Global Carbon Capture and Storage Institute Ltd,2
1072,1197,Undirected,13541,,0.166667,COP21-189,"technology solutions for a 2°c world: investing in renewables, storage, energy efficiency and ccs imperial college, icheme, global ccs institute, future climate engineering solutions & the carbon trust describe energy sector action, policies and investment needed now for deployment of key technologies at scale by 2030. focus on solar, ccs, energy efficiency & innovation & pathways globally.",Imperial College London,Global Carbon Capture and Storage Institute Ltd,2
272,1197,Undirected,13542,,0.166667,COP21-189,"technology solutions for a 2°c world: investing in renewables, storage, energy efficiency and ccs imperial college, icheme, global ccs institute, future climate engineering solutions & the carbon trust describe energy sector action, policies and investment needed now for deployment of key technologies at scale by 2030. focus on solar, ccs, energy efficiency & innovation & pathways globally.",The Carbon Trust,Global Carbon Capture and Storage Institute Ltd,2
38,1072,Undirected,13543,,0.166667,COP21-189,"technology solutions for a 2°c world: investing in renewables, storage, energy efficiency and ccs imperial college, icheme, global ccs institute, future climate engineering solutions & the carbon trust describe energy sector action, policies and investment needed now for deployment of key technologies at scale by 2030. focus on solar, ccs, energy efficiency & innovation & pathways globally.",Danish Society of Engineers,Imperial College London,2
920,272,Undirected,13544,,0.333333,COP23-181,"role of innovation and policy to catalyse deep decarbonisation of energy intensive industries deep decarbonisation of industry is relatively untapped. higher energy efficiency as well as fundamental process changes are required. this session will assess options and implications for industry, policy and research, including new results from seforall’s industrial energy efficiency accelerator.",Lund University (LU),The Carbon Trust,2
920,974,Undirected,13545,,0.333333,COP23-181,"role of innovation and policy to catalyse deep decarbonisation of energy intensive industries deep decarbonisation of industry is relatively untapped. higher energy efficiency as well as fundamental process changes are required. this session will assess options and implications for industry, policy and research, including new results from seforall’s industrial energy efficiency accelerator.",Lund University (LU),"Wuppertal Institute for Climate, Environment and Energy",2
757,326,Undirected,13547,,0.333333,COP20-097,exploring the potential path towards a decarbonized earth this side-event will share the latest research findings on sectoral energy efficiency and ghg-intensity indicators. it also will show us the measures and technologies to improve energy efficiency and reduce co2 emission by world business leaders.,Global Industrial and Social Progress Research Institute (GISPRI),"Institute of Energy Economics, Japan (IEEJ)",2
326,846,Undirected,13548,,0.333333,COP20-097,exploring the potential path towards a decarbonized earth this side-event will share the latest research findings on sectoral energy efficiency and ghg-intensity indicators. it also will show us the measures and technologies to improve energy efficiency and reduce co2 emission by world business leaders.,"Institute of Energy Economics, Japan (IEEJ)",Keidanren,2
757,846,Undirected,13549,,0.333333,COP20-097,exploring the potential path towards a decarbonized earth this side-event will share the latest research findings on sectoral energy efficiency and ghg-intensity indicators. it also will show us the measures and technologies to improve energy efficiency and reduce co2 emission by world business leaders.,Global Industrial and Social Progress Research Institute (GISPRI),Keidanren,2
1540,1404,Undirected,13550,,1,COP25-068,"climate emergency: reclaim power and the end of fossil fuels event is aimed at gathering cj groups to share stories of struggles, impactful strategies and successful fights against coal and fossil fuel energy. it will highlight role of peoples movements towards rapid energy revolution based on equity, reparations and climate justice.","Jubilee South Asia Pacific Movement, Inc. (APMDD)",Grassroots Global Justice Alliance (GGJ),19
1688,1050,Undirected,13551,,0.333333,COP23-390,"attributing climate impacts to major fossil fuel companies questions of climate responsibility have mostly focused on countries, but are increasingly turning to fossil fuel producers. new scientific research links global average temperature and sea-level rise to specific fossil fuel producers, opening up questions of who should pay for climate damages.",Climate Justice Program (ACJP),ClientEarth (CE),19
886,1050,Undirected,13552,,0.333333,COP23-390,"attributing climate impacts to major fossil fuel companies questions of climate responsibility have mostly focused on countries, but are increasingly turning to fossil fuel producers. new scientific research links global average temperature and sea-level rise to specific fossil fuel producers, opening up questions of who should pay for climate damages.",Union of Concerned Scientists (UCS),ClientEarth (CE),19
1688,886,Undirected,13553,,0.333333,COP23-390,"attributing climate impacts to major fossil fuel companies questions of climate responsibility have mostly focused on countries, but are increasingly turning to fossil fuel producers. new scientific research links global average temperature and sea-level rise to specific fossil fuel producers, opening up questions of who should pay for climate damages.",Climate Justice Program (ACJP),Union of Concerned Scientists (UCS),19
