Id,Label,clean_org,org_type,country_type,events,name,ff_nominator,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
1089,,Regional Environmental Center for Central and Eastern Europe (REC),IGO,Annex I Only,1,Regional Environmental Center for Central and Eastern Europe (REC),0,0,0,0,0,0,0,0
1460,,Resources for the Future (RFF),Constituency - Research and independent,Annex II,1,Resources for the Future (RFF),0,0,0,0,0,0,0,0
113,,Secretariat of the United Nations Framework Convention on Climate Change (UNFCCC),UN,International,3,Secretariat of the United Nations Framework Convention on Climate Change (UNFCCC),0,0,0,0,0,0,0,0
1712,,Singapore,Party,Non-Annex,1,Singapore,0,0,0,0,0,0,0,0
1453,,Spain,Party,Annex II,2,Spain,0,0,0,0,0,0,0,0
1593,,Switzerland,Party,Annex II,1,Switzerland,0,0,0,0,0,0,0,0
873,,The Climate Group (TCG),Constituency - Business and Industry,Annex II,1,The Climate Group (TCG),0,0,0,0,0,0,0,0
671,,The Corner House,Constituency - Environmental,Annex II,2,The Corner House,0,0,0,0,0,0,0,0
217,,U.S. Climate Action Network (USCAN),Constituency - Environmental,Annex II,1,U.S. Climate Action Network (USCAN),0,0,0,0,0,0,0,0
301,,UNICA - Brazilian Sugarcane Industry Association (UNICA),Constituency - Business and Industry,Non-Annex,1,UNICA - Brazilian Sugarcane Industry Association (UNICA),0,0,0,0,0,0,0,0
983,,United Arab Emirates,Party,Non-Annex,1,United Arab Emirates,1,0,0,0,0,0,0,0
ind-13,,United Nations (UN),UN,International,6,,0,0,0,0,0,0,0,0
1164,,United Nations Conference on Trade and Development (UNCTAD),UN,International,1,United Nations Conference on Trade and Development (UNCTAD),0,0,0,0,0,0,0,0
ind-14,,WindEurope,Constituency - Business and Industry,Annex II,1,,0,0,0,0,0,0,0,0
430,,Women's International League for Peace and Freedom (WILPF),Constituency - Environmental,Annex II,2,Women's International League for Peace and Freedom (WILPF),0,0,0,0,0,0,0,0
ind-15,,World Alliance for Decentralized Energy (WADE),Constituency - Business and Industry,Annex II,1,,0,0,0,0,0,0,0,0
102,,World Business Council for Sustainable Development (WBCSD),Constituency - Business and Industry,Annex II,2,World Business Council for Sustainable Development (WBCSD),0,0,0,0,0,0,0,0
ind-16,,World Coal Association (WCA),Constituency - Business and Industry,Annex II,1,,0,0,0,0,0,0,0,0
ind-17,,World Environment Center (WEC),Constituency - Environmental,Annex II,1,,0,0,0,0,0,0,0,0
1412,,World Meteorological Organization (WMO),UN,International,1,World Meteorological Organization (WMO),0,0,0,0,0,0,0,0
24,,World Resources Institute (WRI),Constituency - Research and independent,Annex II,1,World Resources Institute (WRI),0,0,0,0,0,0,0,0
365,,World Trade Organization (WTO),UN,International,1,World Trade Organization (WTO),0,0,0,0,0,0,0,0
998,,Yayasan Pelangi (PELANGI),Constituency - Environmental,Non-Annex,1,Yayasan Pelangi (PELANGI),0,0,0,0,0,0,0,0
